ID	Label	PrefLabel	Entity Type	TYPE	Property Assertions	Synonyms	Cluster_ID	Clustering_Reference	Function	cell_set_preferred_alias	original_label	cell_set_label	cell_set_aligned_alias	cell_set_additional_aliases	cell_set_alias_assignee	cell_set_alias_citation	Metadata	Exemplar_of	Composed_primarily_of	Comment	Aliases	Rank
ID	LABEL	A skos:prefLabel	TI %	TYPE	I 'subcluster of' SPLIT=|	A oboInOwl:hasExactSynonym SPLIT=|	A 'cluster id'	>AI oboInOwl:hasDbXref	TI capable_of some %	A n2o:cell_set_preferred_alias	A n2o:original_label	A n2o:cell_set_label	A n2o:cell_set_aligned_alias	A n2o:cell_set_additional_aliases SPLIT=|	A n2o:cell_set_alias_assignee SPLIT=|	A n2o:cell_set_alias_citation SPLIT=|	A n2o:node_metadata	TI 'exemplar data of' some %	TI 'composed primarily of' some %	A rdfs:comment	A oboInOwl:hasRelatedSynonym SPLIT=|	A 'cell_type_rank' SPLIT=|
PCL_INDV:CS202210140_213	HumanBrain 0213 - CS202210140_213	MSN_212	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_481		CS202210140_213	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		MSN_212		HumanBrain 0213			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051213				
PCL_INDV:CS202210140_214	HumanBrain 0214 - CS202210140_214	MSN_213	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_481		CS202210140_214	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		MSN_213		HumanBrain 0214			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051214				
PCL_INDV:CS202210140_215	HumanBrain 0215 - CS202210140_215	MSN_214	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_481		CS202210140_215	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		MSN_214		HumanBrain 0215			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051215				
PCL_INDV:CS202210140_216	HumanBrain 0216 - CS202210140_216	MSN_215	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_481		CS202210140_216	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		MSN_215		HumanBrain 0216			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051216				
PCL_INDV:CS202210140_217	HumanBrain 0217 - CS202210140_217	MSN_216	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_481		CS202210140_217	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		MSN_216		HumanBrain 0217			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051217				
PCL_INDV:CS202210140_218	HumanBrain 0218 - CS202210140_218	MSN_217	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_481		CS202210140_218	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		MSN_217		HumanBrain 0218			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051218				
PCL_INDV:CS202210140_219	HumanBrain 0219 - CS202210140_219	MSN_218	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_481		CS202210140_219	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		MSN_218		HumanBrain 0219			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051219				
PCL_INDV:CS202210140_220	HumanBrain 0220 - CS202210140_220	MSN_219	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_481		CS202210140_220	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		MSN_219		HumanBrain 0220			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051220				
PCL_INDV:CS202210140_221	HumanBrain 0221 - CS202210140_221	MSN_220	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_481		CS202210140_221	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		MSN_220		HumanBrain 0221			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051221				
PCL_INDV:CS202210140_222	HumanBrain 0222 - CS202210140_222	MSN_221	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_481		CS202210140_222	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		MSN_221		HumanBrain 0222			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051222				
PCL_INDV:CS202210140_223	HumanBrain 0223 - CS202210140_223	EMSN_222	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_482		CS202210140_223	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		EMSN_222		HumanBrain 0223			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051223				
PCL_INDV:CS202210140_224	HumanBrain 0224 - CS202210140_224	EMSN_223	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_482		CS202210140_224	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		EMSN_223		HumanBrain 0224			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051224				
PCL_INDV:CS202210140_225	HumanBrain 0225 - CS202210140_225	EMSN_224	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_482		CS202210140_225	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		EMSN_224		HumanBrain 0225			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051225				
PCL_INDV:CS202210140_226	HumanBrain 0226 - CS202210140_226	EMSN_225	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_482		CS202210140_226	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		EMSN_225		HumanBrain 0226			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051226				
PCL_INDV:CS202210140_227	HumanBrain 0227 - CS202210140_227	EMSN_226	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_482		CS202210140_227	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		EMSN_226		HumanBrain 0227			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051227				
PCL_INDV:CS202210140_228	HumanBrain 0228 - CS202210140_228	EMSN_227	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_482		CS202210140_228	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		EMSN_227		HumanBrain 0228			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051228				
PCL_INDV:CS202210140_229	HumanBrain 0229 - CS202210140_229	EMSN_228	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_482		CS202210140_229	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		EMSN_228		HumanBrain 0229			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051229				
PCL_INDV:CS202210140_230	HumanBrain 0230 - CS202210140_230	EMSN_229	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_482		CS202210140_230	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		EMSN_229		HumanBrain 0230			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051230				
PCL_INDV:CS202210140_231	HumanBrain 0231 - CS202210140_231	EMSN_230	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_482		CS202210140_231	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		EMSN_230		HumanBrain 0231			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051231				
